label	question	sentence
0	What can a simultaneous hermaphrodite do?	Some are simultaneous hermaphrodites, which can produce both eggs and sperm at the same time.
0	How many nations contain "Amazonas" in their names?	States or departments in four nations contain "Amazonas" in their names.
1	Where do thrust faults form?	Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault.
1	What type of special Doctor Who shows have been shown each year since 2005?	Doctor Who finally returned with the episode "Rose" on BBC One on 26 March 2005.
0	What is the church's theological orientation?	As such, the church's theological orientation is decidedly Wesleyan.
1	In which year are the Meissen Vulture in the V&A collection dated?	Well represented in the collection is Meissen porcelain, from the first factory in Europe to discover the Chinese method of making porcelain.
1	What was Goldenson's 1991 book about ABC titled?	It was not until the 1965–66 season that color became the dominant format for the three broadcast television networks.
0	How were most city officials elected in the 1960s?	In the mid-1960s, corruption scandals began to arise among many of the city's officials, who were mainly elected through the traditional old boy network.
1	How many cinemas are currently housed at one site?	The Pilgrim Street building was refurbished between November 2006 and May 2008; during the refurbishment works, the cinema relocated to the Old Town Hall, Gateshead.
1	What is the process of adding structure to real property or construction of buildings?	The majority of building construction jobs are small renovations, such as addition of a room, or renovation of a bathroom.
1	What have some inverted repeats become?	It is possible that the inverted repeats help stabilize the rest of the chloroplast genome, as chloroplast DNAs which have lost some of the inverted repeat segments tend to get rearranged more.
0	Southern California is most famous for tourism and what notably named district?	Southern California is famous for tourism and Hollywood (film, television, and music).
0	Residential construction practices, technologies, and resources must conform to what?	Residential construction practices, technologies, and resources must conform to local building authority regulations and codes of practice.
1	How many tons of carbon are absorbed the Amazon in a typical year?	In 2010 the Amazon rainforest experienced another severe drought, in some ways more extreme than the 2005 drought.
1	What did the acronym AAP stand for?	Astronauts would continue to use the CSM as a ferry to the station.
1	What effect does rubisco's flaw have?	This is a big problem, since O2 is produced by the initial light reactions of photosynthesis, causing issues down the line in the Calvin cycle which uses rubisco.
0	When was the "Dalekmania" period?	The first of these was the "Dalekmania" period (circa 1964–1965), when the popularity of the Daleks regularly brought Doctor Who ratings of between 9 and 14 million, even for stories which did not feature them.
0	How many of the prior Super Bowl MVPs appeared together at the pregame show?	In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players.
0	What war in Ireland featured Huguenot regiments?	Huguenot regiments fought for William of Orange in the Williamite war in Ireland, for which they were rewarded with land grants and titles, many settling in Dublin.
1	Where was Tesla hoping to attend classes in Prague?	In January 1880, two of Tesla's uncles put together enough money to help him leave Gospić for Prague where he was to study.
1	What are two examples of cytotoxic or immunosuppressive drugs?	Anti-inflammatory drugs are often used to control the effects of inflammation.
0	Which caused the reform to never come into force?	However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force.
1	Where does the diatom endosymbiont store starch?	These chloroplasts are bounded by up to five membranes, (depending on whether you count the entire diatom endosymbiont as the chloroplast, or just the red algal derived chloroplast inside it).
0	What was the name of Watt's partner?	The centrifugal governor was adopted by James Watt for use on a steam engine in 1788 after Watt’s partner Boulton saw one at a flour mill Boulton & Watt were building.
0	What do power station steam turbines use as a cold sink in the absence of CHP?	Where CHP is not used, steam turbines in power stations use surface condensers as a cold sink.
0	Who designed the "50"?	Like the Lombardi Trophy, the "50" will be designed by Tiffany & Co.
0	Who besides the british colonized Africa?	He states that maps "contributed to empire by promoting, assisting, and legitimizing the extension of French and British power into West Africa".
0	Where does the name Rhine derive from?	The variant forms of the name of the Rhine in modern languages are all derived from the Gaulish name Rēnos, which was adapted in Roman-era geography (1st century BC) as Greek Ῥῆνος (Rhēnos),
1	After Apollo missions 18 and 19 were cancelled, what happened to the Saturn Vs that were never used?	By 1971, the decision was made to also cancel missions 18 and 19.
0	What company had a contest to win a free Super Bowl commercial?	QuickBooks sponsored a "Small Business Big Game" contest, in which Death Wish Coffee had a 30-second commercial aired free of charge courtesy of QuickBooks.
0	How many times did Newcastle fight off the Scots during the 14th century?	Newcastle was successfully defended against the Scots three times during the 14th century, and was created a county corporate with its own sheriff by Henry IV in 1400.
1	What did Kllbrandon's report in 1973 recommend establishing?	Suggestions for a 'devolved' Parliament were made before 1914, but were shelved due to the outbreak of the First World War.
0	What writing inspired the name Great Yuan?	zai Qián Yuán / "Great is Qián, the Primal") in the Commentaries on the Classic of Changes (I Ching) section regarding Qián (乾).
0	What is an expression that can be used to illustrate the suspected inequality of complexity classes?	For instance P ⊆ NP ⊆ PP ⊆ PSPACE, but it is possible that P = PSPACE.
0	When did the Egyptian Islamic Jihad assassinate Anwar Sadat?	The path of violence and military struggle was then taken up by the Egyptian Islamic Jihad organization responsible for the assassination of Anwar Sadat in 1981.
1	What is the definition of agency as it relates to capabilities?	Unlike neoliberalism, which “defines well-being as utility maximization”, economic growth and income are considered a means to an end rather than the end itself.
1	What government agency supervised Buddhist monks?	As a result, Tibetan Buddhism was established as the de facto state religion.
1	How much of the GDP was agriculture in 2005?	Agriculture is the second largest contributor to Kenya's gross domestic product (GDP), after the service sector.
0	How much did enrollment increase?	As a result, primary school enrolment increased by about 70%.
1	Who edited Tesla's autobiography?	Tesla wrote a number of books and articles for magazines and journals.
1	Who was the first Warsaw President?	The mayor of Warsaw is called President.
1	What did Luther begin to experience in 1536?	In December 1544, he began to feel the effects of angina.
0	How was the fate of Luther decided?	Over the next five days, private conferences were held to determine Luther's fate.
1	Where was Tesla's laboratory established?	In the same year, he patented the Tesla coil.
0	How many homes did the Alta Vista Tract have five years after Billings & Meyering acquired it?	A mere half decade later the tract had 267 homes.
1	Where does the Nederrijn change it's name?	The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.
1	Some in the UMC feel that false ecumenism might result in what?	In addition, it voted to seek observer status in the National Association of Evangelicals and in the World Evangelical Fellowship.
0	The practice of occupying and looting Huguenot homes was called?	Escalating, he instituted dragonnades, which included the occupation and looting of Huguenot homes by military troops, in an effort to forcibly convert them.
0	What was Houghton's role?	John Houghton, who was a co-chair of TAR WGI, has responded to Lindzen's criticisms of the SPM.
1	Where did the discharge from glaciers go in Europe in the last Ice Age?	As northwest Europe slowly began to warm up from 22,000 years ago onward, frozen subsoil and expanded alpine glaciers began to thaw and fall-winter snow covers melted in spring.
1	The Super Bowl 50 Host Committee said it would be the most what ever?	The Super Bowl 50
0	Article 34 meant states could be responsible for what?	It also means states can be responsible for private actors.
0	Which Carolina Panthers player was named Most Valuable Player?	The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP).
0	Who analyzes rock samples from drill cores in the lab?	In the laboratory, biostratigraphers analyze rock samples from outcrop and drill cores for the fossils found in them.
1	Upon hearing the final product, what was the creator quoted as saying?	New techniques were invented to allow mixing of the music, as this was before the era of multitrack tape machines.
1	Who helped find sponsors and donors to help with the cost?	Additional funding will be provided by the city council, which has announced plans to set aside seed funding for the event.
1	What Philadelphia institution did Tesla give a demonstration to?	Many devices such as the Tesla Coil were used in the further development of radio.
0	How many lead authors does an IPCC report chapter have?	A chapter typically has two "coordinating lead authors", ten to fifteen "lead authors", and a somewhat larger number of "contributing authors".
0	Which Doctors were featured in The Four Doctors?	In 2010, Peter Davison, Colin Baker, Sylvester McCoy and Paul McGann came together again to star in the audio drama The Four Doctors.
1	How many points are there in the foundation of the Reformation?	His railing against the sale of indulgences was based on it.
1	What can be achieved without building high or getting rid of common areas?	They can still be found in areas such as South Heaton in Newcastle but once dominated the streetscape on both sides of the Tyne.
0	Which theorem states that every large even integer can be written as a prime summed with a semiprime?	Chen's theorem says that every sufficiently large even number can be expressed as the sum of a prime and a semiprime, the product of two primes.
1	On what basis do the radical Islamist organizations conduct their attacks?	The Islamist groups like Hezbollah in Lebanon and Hamas in Palestine participate in democratic and political process as well as armed attacks, seeking to abolish the state of Israel.
1	What is the population of the second largest city in California?	Many of southern California's most developed cities lie along or in close proximity to the coast, with the exception of San Bernardino and Riverside.
0	What was enhanced in 2014?	Glazing was placed over the historic arches and the Victorian architecture was enhanced; transforming the 19th century public portico.
1	What did the the Europeans think the peoples in the tropics were in need of?	These scholars believed that Northern Europe and the Mid-Atlantic temperate climate produced a hard-working, moral, and upstanding human being.
0	What do donated genes give evidence of?	Even if a chloroplast is eventually lost, the genes it donated to the former host's nucleus persist, providing evidence for the lost chloroplast's existence.
0	Upon what chemical characteristic is oxygen's solubility dependent?	The solubility of oxygen in water is temperature-dependent, and about twice as much (14.6 mg·L−1) dissolves at 0 °C than at 20 °C (7.6 mg·L−1).
0	What were later Yuan emperors disinterested in?	Uninterested in administration, they were separated from both the army and the populace, and China was torn by dissension and unrest.
1	What is Luther's thought about the extent of his church?	According to Bainton: "Luther's dilemma was that he wanted both a confessional church based on personal faith and experience and a territorial church including all in a given locality.
0	What is the area called where two plates move apart?	Mid-ocean ridges, high regions on the seafloor where hydrothermal vents and volcanoes exist, were explained as divergent boundaries, where two plates move apart.
0	What country was under the control of Norman barons?	These Normans began a long period of slow conquest during which almost all of Wales was at some point subject to Norman interference.
1	Who presented the Edict of Worms declaring Luther to be an outlaw?	" It also made it a crime for anyone in Germany to give Luther food or shelter.
0	Where was the Gate of King Hugo?	It was in this place in Tours that the prétendus réformés ("these supposedly 'reformed'") habitually gathered at night, both for political purposes, and for prayer and singing psalms.
1	Who translated and printed Luther's 95 These?	Within two weeks, copies of the theses had spread throughout Germany; within two months, they had spread throughout Europe.
0	Where was a lab for Tesla set up?	They set up a laboratory for Tesla at 89 Liberty Street in Manhattan where he worked on improving and developing new types of electric motors, generators and other devices.
1	The Skylab had what type of equipment onboard that was supposed to be used in a different mission?	The S-IVB orbital workshop was the only one of these plans to make it off the drawing board.
0	Where does Kenya have deposits of oil?	Kenya has proven deposits of oil in Turkana and the commercial viability was just discovered.
1	Who was the main performer at this year's halftime show?	It was the third-most watched U.S. broadcast ever.
0	Which book discussed the theory about low populations in the Amazon rainforest?	Archeologist Betty Meggers was a prominent proponent of this idea, as described in her book Amazonia: Man and Culture in a Counterfeit Paradise.
0	What is the most important type of Norman art preserved in churches?	Many churches preserve sculptured fonts, capitals, and more importantly mosaics, which were common in Norman Italy and drew heavily on the Greek heritage.
1	What are some examples of undesirable end results of a project?	For this reason, those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome.
0	What did all three cathedrals in Newcastle begin their existence as?	All three cathedrals began their lives as parish churches.
1	What Columbia President went to Harvard?	Abdiweli Mohamed Ali; U.S. Ambassador to the European Union Anthony Luzzatto Gardner.
0	In June 1884, where did Tesla relocate?	In June 1884, he relocated to New York City:57–60 where he was hired by Thomas Edison to work at his Edison Machine Works on Manhattan's lower east side.
1	How much did Tesla weigh?	He was an elegant, stylish figure in New York City, meticulous in his grooming, clothing, and regimented in his daily activities.
1	What was the attack on the British weakness?	Scouts had reported the weakness of the British supply chain, so he ordered an attack against the forts Shirley had erected at the Oneida Carry.
0	What does 'Pax Mongolica' mean?	Pax Mongolica, Mongol peace, enabled the spread of technologies, commodities, and culture between China and the West.
0	Which Doctors were highlighted on the first audio releases on CD?	The earliest of these featured the Fifth, Sixth and Seventh Doctors, with Paul McGann's Eight Doctor joining the line in 2001.
1	What does private ownership create a situation of?	In order to rectify this situation, socialists argue that the means of production should be socially owned so that income differentials would be reflective of individual contributions to the social product.
0	When was the plastome discovered?	Its existence was first proved in 1962, and first sequenced in 1986—when two Japanese research teams sequenced the chloroplast DNA of liverwort and tobacco.
1	Why did Tesla avoid by fleeing Smiljan?	Tesla said that this contact with nature made him stronger, both physically and mentally.
1	How many soldiers were in each Tumen?	Many Han Chinese and Khitan defected to the Mongols to fight against the Jin.
0	How is the time needed to obtain the solution to a problem calculated?	Thus the time required to solve a problem (or the space required, or any measure of complexity) is calculated as a function of the size of the instance.
0	Which successor to Henry resumed persecution of the Huguenots?	His successor Louis XIII, under the regency of his Italian Catholic mother Marie de' Medici, became more intolerant of Protestantism.
1	What was Tesla's plan to make students "bright"?	The whole room will thus, Mr. Tesla claims, be converted into a health-giving and stimulating electromagnetic field or 'bath.'
1	When did Luther and his wife live?	Luther confided to Michael Stiefel on 11 August 1526: "My Katie is in all things so obliging and pleasing to me that I would not exchange my poverty for the riches of Croesus."
1	Where was Dyrrachium located?	The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large Norman army invaded Dyrrachium, owing to the betrayal of high Byzantine officials.
1	Which region began to grow and assert itself in the 2000s?	As of the 2010 United States Census, southern California has a population of 22,680,010.
1	What charity benefited from the 30th anniversary show?	It also featured a crossover with the soap opera EastEnders, the action taking place in the latter's Albert Square location and around Greenwich.
1	Which three famous British potters are represented the the V&A ceramics collection?	The largest objects in the collection are a series of elaborately ornamented ceramic stoves from the 16th and 17th centuries, made in Germany and Switzerland.
0	Who is given credit for discovering geoglyphs along the Amazon River?	Ondemar Dias is accredited with first discovering the geoglyphs in 1977 and Alceu Ranzi with furthering their discovery after flying over Acre.
1	How much of a difference in homicide rates are related to inequality?	They estimated that about half of all variation in homicide rates can be accounted for by differences in the amount of inequality in each province or state.
1	Where does the Rhine begin?	The biggest city on the river Rhine is Cologne, Germany with a population of more than 1,050,000 people.
1	Where did Huguenots and Walloons settle in England?	They also settled elsewhere in Kent, particularly Sandwich, Faversham and Maidstone—towns in which there used to be refugee churches.
1	How long as the U.S. government been actively engaged in efforts to counter Islamism?	There have been calls to create an independent agency in the U.S. with a specific mission of undermining Islamism and jihadism.
0	The reasons for the las two counties to be added are based on what?	The more extensive 10-county definition, including Kern and San Luis Obispo counties, is also used based on historical political divisions.
1	Healing services involve the laying on of hands and what else?	Some clergy offer healing services, while exorcism is an occasional practice by some clergy in The United Methodist Church in Africa.
0	Who said chloroplasts are similar to cyanobacteria?	This origin of chloroplasts was first suggested by the Russian biologist Konstantin Mereschkowski in 1905 after Andreas Schimper observed in 1883 that chloroplasts closely resemble cyanobacteria.
1	Who mentored Buyantu?	He was the first Yuan emperor to actively support and adopt mainstream Chinese culture after the reign of Kublai, to the discontent of some Mongol elite.
1	What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?	In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc.
1	How many contributing authors does an IPCC report chapter have?	Each chapter has a number of authors who are responsible for writing and editing the material.
0	What was the name of the play performed in the 1970's?	In the early 1970s, Trevor Martin played the role in Doctor Who and the Daleks in the Seven Keys to Doomsday.
1	What are pharmacists in the United Kingdom being increasingly paid for?	In the United Kingdom, pharmacists who undertake additional training are obtaining prescribing rights and this is because of pharmacy education.
0	What is involved in a review of prescribed medications?	The review process often involves an evaluation of the appropriateness of the drug therapy (e.g., drug choice, dose, route, frequency, and duration of therapy) and its efficacy.
1	Who did the SNP obtain 16 seats from?	The SNP took a further eight seats from the Liberal Democrats and one seat from the Conservatives.
1	What did Aristotle refer to forced motion as?	Aristotle believed that motionless objects on Earth, those composed mostly of the elements earth and water, to be in their natural place on the ground and that they will stay that way if left alone.
0	What are other major fatality causes?	Other major causes of fatalities in the construction industry include electrocution, transportation accidents, and trench cave-ins.
1	What political leaning does the Cato Institute have?	The debate is summarized in "The Hidden Prosperity of the Poor" by journalist Thomas B. Edsall.
0	What makes red algae red?	Rhodoplasts have chlorophyll a and phycobilins for photosynthetic pigments; the phycobilin phycoerytherin is responsible for giving many red algae their distinctive red color.
0	How did the revocation restrict Huguenot travel?	The revocation forbade Protestant services, required education of children as Catholics, and prohibited emigration.
0	In which year did the museum started charging free admission fees?	Like other national British museums, entrance to the museum has been free since 2001.
1	Where was the Rhine regulated with an upper canal?	The Dornbirner Ach had to be diverted, too, and it now flows parallel to the canalized Rhine into the lake.
1	Which caused the reform to never come into force?	Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document.
1	What is another type of accountant other than a CPA?	Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community.
0	In the 1965-66 season, what place did ABC find it's self among the other networks in ratings?	ABC, meanwhile, remained in third place and still needed money to grow itself into a major competitor.
1	What denomination is associated with Saint Kentigern College?	There are three private schools (including the secondary school, St Dominic's College) operated by the Catholic schismatic group, the Society of St Pius X in Wanganui.
1	What website are teachers using to sell their lesson plans?	Many teachers take advantage of the opportunity to increase their income by supervising after-school programs and other extracurricular activities.
1	What did he find that could constitute a hazard?	Two days later, the FBI ordered the Alien Property Custodian to seize Tesla's belongings, even though Tesla was an American citizen.
1	The United States is divided into how many jurisdictions?	Subordinate to the General Conference are the jurisdictional and central conferences which also meet every four years.
1	What are the Siouan-speaking tribes?	It was not uncommon for small bands to participate on the "other side" of the conflict from formally negotiated agreements, as most tribes were decentralized and bands made their own decisions about warfare.
1	What do a number of researchers think a shortage of is caused in part by income inequality?	The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.
1	What was the main idea of James Hutton's paper?	In 1785 he presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh.
1	Who originally hosted Who Wants to Be a Millionaire for ABC?	In August 1999, ABC premiered a special series event, Who Wants to Be a Millionaire, a game show based on the British program of the same title.
0	How many households had BSkyB service in 1994?	Within two months of the launch, BSkyB gained 400,000 new subscribers, with the majority taking at least one premium channel as well, which helped BSkyB reach 3.5 million households by mid-1994.
0	Who lead the school back to leading research institution in 2oth century?	James Bryant Conant (president, 1933–1953) reinvigorated creative scholarship to guarantee its preeminence among research institutions.
1	Where was the disease spreading between 1348 and 1350?	It was introduced in Norway in 1349 when a ship landed at Askøy, then spread to Bjørgvin (modern Bergen) and Iceland.
1	How cold does this region of Victoria get in the winner?	The Mallee and upper Wimmera are Victoria's warmest regions with hot winds blowing from nearby semi-deserts.
1	What was the daily distance walked by Tesla?	He squished his toes one hundred times for each foot every night, saying that it stimulated his brain cells.
0	What were the Saxon Palace and Brühl Palace in prewar Warsaw?	Warsaw’s municipal government authorities have decided to rebuild the Saxon Palace and the Brühl Palace, the most distinctive buildings in prewar Warsaw.
0	What is Thomas B. Edsall's profession?	The debate is summarized in "The Hidden Prosperity of the Poor" by journalist Thomas B. Edsall.
0	The Asante and Lunda Empires were in which region?	Sub-Saharan Africa has also featured dozens of empires that predate the European colonial era, for example the Ethiopian Empire, Oyo Empire, Asante Union, Luba Empire, Lunda Empire, and Mutapa Empire.
0	How was it suggested that the IPCC avoid political problems?	Other recommendations included that the panel employ a full-time staff and remove government oversight from its processes to avoid political interference.
0	Where does the diatom endosymbiont store starch?	However the diatom endosymbiont can't store its own food—its starch is found in granules in the dinophyte host's cytoplasm instead.
1	What is Kenya a founding member of?	Its capital and largest city is Nairobi.
0	When did WLS launch a lineup of ABC radio programs?	On May 9, 1960, WLS launched a new lineup consisting of ABC Radio programming.
1	What date were the top two stadium choices for Super Bowl 50 announced?	The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.
1	What project structures assist the owner in integration?	In general, each of these project structures allows the owner to integrate the services of architects, interior designers, engineers and constructors throughout design and construction.
1	What type of teaching would help the most with everyday life?	A teacher's role may vary among cultures.
1	At what pressure is water heated in the Rankine cycle?	The reduced-pressure steam is then condensed and pumped back into the boiler.
1	What was the total number of homes Sky announced that had Sky+HD in March of 2012?	On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation.
0	What area did the Westwood One broadcast cover?	Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.
0	What is the animal that the Rhine's islands are named after?	In the local Alemannic dialect, the singular is pronounced "Isel" and this is also the local pronunciation of Esel ("Donkey").
1	When was the charter for this church signed?	The flight of Huguenot refugees from Tours, France drew off most of the workers of its great silk mills which they had built.[citation needed]
1	What drove increased rental prices in East New York?	The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.
1	What did Lempicka represent better than anyone else?	No one will ever see the Warsaw I knew.
1	What is the name of the current King of Thebes in the play?	She is not at all afraid of the death he threatens her with (and eventually carries out), but she is afraid of how her conscience will smite her if she does not do this.
0	Of what region was Saxony a part?	Martin Luther was born to Hans Luder (or Ludher, later Luther) and his wife Margarethe (née Lindemann) on 10 November 1483 in Eisleben, Saxony, then part of the Holy Roman Empire.
0	What drove residents to quieter suburban housing?	The construction of highways led residents to move to newer housing in the suburbs.
0	Which famous Indian took a plea and put himself at the mercy of the courts?	Mohandas Gandhi pleaded guilty and told the court, "I am here to . .
1	When was the IPCC Third Assessment Report published?	The section discussed the divergence problem affecting certain tree ring data.
0	What did the  fossils found in the Burgess Shale lack?	All three apparently lacked tentacles but had between 24 and 80 comb rows, far more than the 8 typical of living species.
0	What happens to waste heat in the Rankine cycle?	The heat is supplied externally to a closed loop with some of the heat added being converted to work and the waste heat being removed in a condenser.
1	How many times was Cam Newton sacked?	The Broncos took an early lead in Super Bowl 50 and never trailed.
1	France laid siege to Montpellier in what year?	A royal citadel was built and the university and consulate were taken over by the Catholic party.
0	What is the process by which the immune system identifies tumors called?	This is called immune surveillance.
0	What concept, originally discovered by Black, was later discovered independently by Watt?	Watt independently discovered latent heat, which was confirmed by the original discoverer Joseph Black, who also advised Watt on experimental procedures.
1	How many people lived in Fresno in 2000, according to the Census Bureau?	Hispanic or Latino of any race were 39.9% of the population.
0	What mainline station is to the east of the city center?	The city's other mainline station, Manors, is to the east of the city centre.
0	What body part did Thomas Davis break during the NFC Championship Game?	Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game.
1	How many times was Cam Newton sacked in Super Bowl 50?	The Broncos took an early lead in Super Bowl 50 and never trailed.
0	What portion of bird species make up the world's total live in the rainforest?	One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams.
1	Tumors that are able to evade the body's immune response can become what?	In addition, immunological tolerance may develop against tumor antigens, so the immune system no longer attacks the tumor cells.
1	What is the name of the old north branch of the Rhine?	The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times.
1	What cycle AC current system did Tesla propose?	He found the time there frustrating because of conflicts between him and the other Westinghouse engineers over how best to implement AC power.
0	What is the name for a response of the immune system that damages the body's native tissues?	Hypersensitivity is an immune response that damages the body's own tissues.
1	What food bacteria is an example of intracellular pathogenesis?	An evasion strategy used by several pathogens to avoid the innate immune system is to hide within the cells of their host (also called intracellular pathogenesis).
1	Which Super Bowl was hosted in San Diego in 2003?	On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium.
0	Which area of China did Japan conquer in 1931?	In 1931 Japan conquered Manchuria from China.
0	What was the idealized value of imperialism?	For some, imperialism designated a policy of idealism and philanthropy; others alleged that it was characterized by political self-interest, and a growing number associated it with capitalist greed.
1	If a and q are coprime, which theorem holds that an arithmetic progression has an infinite number of primes?	can have infinitely many primes only when a and q are coprime, i.e., their greatest common divisor is one.
0	What is the hottest temperature record for Fresno?	The official record high temperature for Fresno is 115 °F (46.1 °C), set on July 8, 1905, while the official record low is 17 °F (−8 °C), set on January 6, 1913.
1	Who may seek changes or exemptions in the law that governs the land where the building will be built?	Constructing a project that fails to adhere to codes does not benefit the owner.
1	What decreased in number between 1984 and 1991?	A number of researchers (David Rodda, Jacob Vigdor, and Janna Matlack), argue that a shortage of affordable housing – at least in the US – is caused in part by income inequality.
0	What are the secondary sources of primary law?	Secondary sources include regulations and directives which are based on the Treaties.
0	When did these rebellions take place?	A series of three small civil wars known as the Huguenot rebellions broke out, mainly in southwestern France, between 1621 and 1629.
1	How many natural reserves are in Warsaw?	There are lot of small lakes in the parks, but only a few are permanent – the majority are emptied before winter to clean them of plants and sediments.
0	Near Chur, which direction does the Rhine turn?	The river makes a distinctive turn to the north near Chur.
0	What scale does trade liberalization shift economic inequality from?	Trade liberalization may shift economic inequality from a global to a domestic scale.
1	What function do compounds like phenol and acetone serve in the manufacture of many other substances?	Epoxides are ethers in which the oxygen atom is part of a ring of three atoms.
1	What vehicle did Doctor Who use for his escape from Gallifrey?	Doctor Who follows the adventures of the primary character, a rogue Time Lord from the planet Gallifrey, who simply goes by the name "The Doctor".
1	Why did oil start getting priced in terms of gold?	In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.
0	What type of medicine did otachi focus on?	The Mongols characterized otachi doctors by their use of herbal remedies, which was distinguished from the spiritual cures of Mongol shamanism.
1	What may explain why some Americans who've become rich may have had a head start?	According to PolitiFact the top 400 richest Americans "have more wealth than half of all Americans combined."
1	What is the process by which the adaptive immune system is evaded by the chainging of non-essential epitopes called?	Masking antigens with host molecules is another common strategy for avoiding detection by the immune system.
0	Where did he work on the oscillators?	While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings.
1	How many former MVP honorees were present for a pregame ceremony?	No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001.
1	What is an example of a pump component?	When coal is used, a chain or screw stoking mechanism and its drive engine or motor may be included to move the fuel from a supply bin (bunker) to the firebox.
1	Which Buddhist monastery hosted the Genghis Khan mausoleum during the Japanese occupation?	In early 1954, Genghis Khan's bier and relics were returned to the Lord's Enclosure in Mongolia.
0	When did Tesla come to the US?	Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City.
0	What was Nicholas Storch ?	Preachers such as Zwickau prophet Nicholas Storch and Thomas Müntzer helped instigate the German Peasants' War of 1524–25, during which many atrocities were committed, often in Luther's name.
0	How many times did the Denver defense force Newton into turnovers?	Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown.
0	Where does the Nederrijn change it's name?	However, at Wijk bij Duurstede, the Nederrijn changes its name and becomes the Lek.
1	What is the first major city in the stream of the Rhine?	The most important tributaries in this area are the Ill below of Strasbourg, the Neckar in Mannheim and the Main across from Mainz.
1	What were casualties of battle?	One of Tanaghrisson's men told Contrecoeur that Jumonville had been killed by British musket fire.
0	How thick are chloroplasts in land plants?	In land plants, chloroplasts are generally lens-shaped, 5–8 μm in diameter and 1–3 μm thick.
0	Deacons serve a term of how many years as provisional deacons?	Deacons serve a term of 2–3 years as provisional deacons prior to their ordination.
1	What is held outside the formal legal ownership registration system in many developing countries?	Much unregistered property is held in informal form through various associations and other arrangements.
0	Who did play-by-play on Westwood One?	Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.
1	When was the congregation at St. George's founded?	At this time, Methodists had not yet broken away from the Anglican Church and the Methodist Episcopal Church was not founded until 1784.
0	Resources are constrained by hierarchy theorems to produce what?	They are called hierarchy theorems because they induce a proper hierarchy on the classes defined by constraining the respective resources.
1	Who was Alfred S brown?	Based on Tesla's patents and other ideas they agreed to back him financially and handle his patents.
0	What is issued once construction is complete and a final inspection has been passed?	Once construction is complete and a final inspection has been passed, an occupancy permit may be issued.
1	According to a 1955 review, what were savings by the wealthy thought to offset?	Some theories popular from the 1950s to 2011 incorrectly stated that inequality had a positive effect on economic development.
1	What could someone be investigated for?	In still other areas Teaching Unions may be responsible for some or all of these duties.
1	What is most of Warsaw's modern growth based on?	World War II changed the demographics of the city, and to this day there is much less ethnic diversity than in the previous 300 years of Warsaw's history.
1	Which NFL team represented the AFC at Super Bowl 50?	Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.
1	What were the two main theories of immunity at the end of the 19th century?	Many theories have been suggested in immunology from the end of the nineteenth century up to the present time.
0	What kind of weapons did Tesla's treatise concern?	During the same year, Tesla wrote a treatise, The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media, concerning charged particle beam weapons.
