label	premise	hypothesis
2	Such experience better enables the CIOs to work with business managers to build a shared vision for meeting mission needs.	The managers stormed out of the meeting because they did not share the same vision for the organization anymore.
1	The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.	Approximately 300 people forcibly forfeited their property in 2015.
0	As a result of these procedures, the Department estimates an annual net savings of $545 million.	An annual net savings of $545 million has been estimated by the Department.
0	The questions may need to be tailored to	There are some questions that may or may not need to be tailored to.
1	( sums up the millennium coverage from around the globe, and  examines whether the Y2K preparations were a waste.)	(The millennium coverage from around the globe is summed up and examined, but results are not out yet).
2	The H-2A worker must depart the country and is subject to deportation for failing to do so.	The H-2A worker is being forced to enter the country for work.
0	just look what we did to Iraq	Remember what happened in Iraq?
0	Maybe I am too.	It's possible that I am also.
1	The pieces paying 33.	The pieces paying every 3 hours.
2	So is the salt, drying in the huge, square pans at Las Salinas in the south.	Pepper is made wet in Las Salinas.
0	To provide a useful perspective on how alternative levels of national saving affect future living standards, we also compared our simulation results to a historical benchmark.	Simulations are useful when used in comparison to a historical benchmark.
1	yeah really no kidding	It's crazy! 
1	(Imagine the difference between smoking a cigarette and injecting pure nicotine directly into a vein.)	Smoking a cigarette is a lot like injecting pure nicotine.
0	Also, Time claims that for the past year, the FBI has been seeking Robert Jacques, a possible accomplice to Timothy McVeigh in the Oklahoma City bombing.	Time reported the FBI is looking for new leads in the case.
1	it was difficult	It was challenging to fight him.
1	On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.	Tony Snow has been the host on Fox News Sunday for four years.
0	You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. 	As we approached I uttered a question.
2	i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that wouldn't have been a problem	I've never thought about how they kept up.
0	Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. 	You mean we were so near it constantly?
0	Tuppence rose.	Tuppence stood up.
2	In the meantime, the philosophy is to seize present-day opportunities in the thriving economy.	The philosophy was to seize opportunities when the economy is doing poorly.
2	The living is not equal to the Ritz, he observed with a sigh.	The living is way better than the Ritz, he pointed out cheerfully.
0	It was worth the trip for that.	It was a good event.
1	Additional information is provided to help managers incorporate the standards into their daily operations.	This information was developed thanks to extra federal funding.
1	U.S. civil legal services delivery system.	The us civil legal services needs to better their delivery system 
2	Just north of the Shalom Tower is the Yemenite Quarter, its main attractions being the bustling Carmel market and good Oriental restaurants.	The Shalom Tower is north of the Yemenite Quarter.
0	To the sociologists' speculations, add mine.	Add my speculation to the sociologists'.
0	a 808(2) only applies if the agency finds with good cause that notice and public procedure thereon are impracticable, unnecessary, or contrary to the public interest.	An agency determines if an 808(2) is applicable.
0	Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.	Some analysts wanted to make the old standards less restrictive for investors.
0	Each caters to a specific crowd, so hunt around until you find the one right for you.	You may have to search a bit before you find one that works for you.
0	Professor Rogers began her career by clerking for The Honorable Thomas D. Lambros of the United States District Court for the Northern District of Ohio.	Professor Rogers started her career as a clerk.
1	so that's that's one of your priorities there's got to be air has to be an automatic	Do not get a car if it has a broken air-conditioning system.
2	well this is real interesting that you're as far away as you are because i really thought this was uh uh we're	you're so nearby, it's surprising.
1	This call to play fortuneteller is not easily refused.	It's not easily refused the call to play fortuneteller, said the man.
1	hi Cynthia what did you wear to work today	Did you wear pants to work today?
0	 From Sant Francesc, take the road that leads southwest to Cap Berber?­a (the southernmost point in the Balearics).	You need to travel southwest from Sant Francesc to reach Cap Berbera
2	How did this man know?	The man knew nothing.
0	The man looked at the girl.	A man and a girl were in sight of each other. 
1	Beautiful examples of enamelware, ceramics, and pottery are produced in great abundance, often following a Celtic theme.	One can also find many examples of early Roman ceramics.
2	Number of testimonies	There are no testimonies.
1	No, I don't know. 	I don't know what she said, no.
0	For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.	Leal Senado is a perfect example of colonial building design.
2	Well? cried Tommy eagerly.	Tommy didn't speak.
1	Jon ran as the tunnel collapsed behind him.	The blast had brought the walls of the tunnel down.
0	In the original, Reich is set up by his host and then ambushed by a hostile questioner named John, and when he tries to answer with an eloquent Mr. Smith speech (My fist is clenched.	Reich's host is out to get him.
0	A small page-boy was waiting outside her own door when she returned to it.	When she came back to her door she found something waiting.
0	A martini should be gin and vermouth and a twist.	A martini must be composed by gin and vermouth.
1	and the NIT semifinals are on tonight	The NIT semifinals take place in New York City tonight.
1	so well i think we've taken up at least five minutes	I've taken up too much of the last bit of time so you should go.
0	Practice 16: Be Alert to New Monitoring Tools and Techniques	Being alert to new monitoring tools and technigques is practice 16.
0	well i think i got to agree with you there	I very much agree with you.
2	Oh, what a fool I feel! 	I am beyond proud.
1	These rules were not used extensively.	The rules were unfair to the employees.
1	He married Dona Filipa Moniz (Perestrelo), the daughter of Porto Santo's first governor, and lived on the island for a period, fathering a son there.	Soon after his son was born he decided to leave the island.
2	they'll they'll say yeah why didn't you buy why didn't you try something more mainline	They will scoff at you for doing something so mainline.
1	But if you take it seriously, the anti-abortion position is definitive by definition.	If you decide to be serious about supporting anti-abortion, it's a very run of the mill belief to hold.
2	That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.	The Cadets made that under Prince Vlad.
2	I had rejected it as absurd, nevertheless it persisted. 	It persisted after I welcomed it as sensible.
2	For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.	The historical center is quite new, and rather bland.
1	well that's right because uh one day it'll be eighty and the next day it'll be about thirty below i tell you what and uh	In the eastern United States the temperature often changes quickly.
1	But, as the last problem I'll outline suggests, neither of the previous two objections matters.	I had outlined all of the problems that were available.
1	need the car the next day type deal so	You need the car to drive back to college.
2	A contract that provides for a firm price or in	The contract doesn't specify details on price.
2	Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.	There were only two beds per room for the students.
2	he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to	The plot was exciting because he was trained in martial arts.  
1	During the hottest hours, things come to a virtual standstill, though the Caribbean siesta is an hour or two shorter than its Mediterranean counterpart.	Things slowed down because there were not enough people to assist.
0	Mykonos has had a head start as far as diving is concerned because it was never banned here (after all, there are no ancient sites to protect).	Diving was banned in places other than Mykonos.
2	much with whatever it's with the Black the Black problem or whatever that may be now	There is no Black problem at all.
1	News argues that most of America's 93 million volunteers aren't doing much good.	News points out that America's volunteers need to do more.
2	eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.	It does not matter whether or not a state enforces the statutory requirements.
2	Several pro-life Dems are mounting serious campaigns at the state level, often against pro-choice Republicans.	Silly campaigns are being invented by dumb democrats.
0	He unleashed a 16-day reign of terror that left 300 Madeirans dead, stocks of sugar destroyed, and the island plundered.	There was a terrible attack during a 16-day reign.
1	Game-trackers will be out by this time in an attempt to locate the tiger's hunting ground for the evening safari.	The tigers will be eating their prey now.
1	yeah i'm i'm sort of an acting process engineer but not officially but that's pretty much what i do yeah	Engineers usually need to be licensed and well educated.
0	Outside, set in manicured gardens, are the remains of the Abbey of Holyrood.	The Abbey of Holyrood is located outside among lovely gardens.
0	Hold hard, said Tommy.	Tommy said to hold on hard.
0	i cried when the horse got killed and when the wolf got killed	I cried at least once.
0	The disputes among nobles were not the first concern of ordinary French citizens.	Ordinary French citizens were not concerned with the disputes among nobles.
1	They are built on the site of David's Tower, once the largest and most formidable structure in the castle.	There are columns on David's Tower.
1	Clearly, people don't know how to reach lawyers.	People take longer to find a lawyer than to prepare for court.
2	On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health.	Pollution does not occur in the air. 
1	because otherwise it's too it gets if you start them when it's cooler in the spring then it gets too hot in the summer	You should start them around June in order for them to not get too hot.
0	Bill Clinton has developed a rhetoric and a series of positions that span this divide.	Bill Clinton is aware of the current divide and is developing something.
1	These gardens used to belong to the governor's mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong.	The Japanese had twenty thousand soldiers occupying Hong Kong.
2	yeah it's a U S territory and it's just we own it or	I'm not sure if it's a U.S. territory, or if we own it.
0	Big Game Fishing and Boat Trips.	Sport fishing and boat adventures.
2	And really it's a great relief to think he's going, Hastings, continued my honest friend. 	"Are you sure we can't do anything to keep him here?," admitted my long-time nemesis.
0	oh really yeah i've i've never seen either one of them	I've never looked at either of them.
2	Coast Guard rules establishing bridgeopening schedules).	The Navy creates bridgeopening schedules.
1	Along with the latest technology, the prime minister's office has a superb Bossi marble fireplace, as well as a fine display of art and crafts.	The Bossi marble fireplace was designed in Italy.
1	It focuses on desktop, client/server, and enterprisewide computing.	Cloud computing may be a serious challenge to desktop market.
1	The family. 	The family of gorillas.
1	Our review indicates that the Food and Drug Administration complied with the applicable requirements.	The Food and Drug Administration has strict requirements.
2	During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.	Russia has been successfully invaded hundreds of times.
1	And that squatting he does--it's as uncomfortable as it looks.	He squats because his back is bothering him.
2	Write, write, and write.	Writing is a waste of time.
2	She was a very good mistress to me, sir.	She was a bad mistress. 
0	I turned a curve and I was just in time to see him ring the bell and get admitted to the house.	Just as I turned the curve I spotted him walking in to the house after ringing the bell for entrance.
0	uh-huh uh-huh uh-huh yeah well that's really neat	That's cool.
1	but but it is peaceful i mean it is relaxing to do once you find the time to do it	The time it takes is not very much.
2	but we're taking our time we're going uh try to make our decision by July	We are thinking of making the decision tomorrow.
1	you can get a hard copy of it and that's about it	An email won't cut it.
2	I want you to mark him.	He should be let free with no marks on him.
0	The dramatic cliffs of the Serra de Tramuntana mountain range hug the coastline of the entire northwest and north, from Andratx all the way to the Cape of Formentor.	Andratx is near to the coast and the Serra de Tramuntana mountains.
2	Instead, the task of defending Bradley fell to Erving, who shrugged that it's probably a debatable issue, but knowing Sen.	The task of assaulting Bradley fell to Erving.
2	There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.	No shares of a stock will come back because of  Cook's American Business Alliance.
2	The panels are to collect advice and recommendations from representatives of affected small entities as part of their deliberative process.	The panels do not need to collect anything from the representative of the affected small entities.
1	in one sense um i'm i'm an older person in my fifties so i feel that we've lost some things in the sense that women have to work today	My views as someone who's 50 are not modern.
2	You will find a number of Mary's personal effects on display.	You can not find Mary's personal effects on display.
2	It will be held in the Maryland woods, and the telecast will consist of jittery footage of the contestants' slow descent into madness as they are systematically stalked and disappeared/disqualified by Bob Barker.	The show will be set in Florida.
0	Daniel sat buried by the lights, occasionally pressing things.	Daniel was covered by lights and he was not standing. 
1	The WP says that the Paula Jones trial judge has had an interesting prior run-in with Bill Clinton.	The judge threw the book at him.
2	You see, he said sadly, "you have no instincts."	He said that I had no willpower. 
2	Three more days went by in dreary inaction.	The next three days were packed with action.
1	That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.	The Cadets made that under Prince Lvov and it was wildly successful.
1	yeah yeah and i took a five year note out on my car when i right when i got out of college and uh i'll never do that again i still got a couple of years on it to go and i'm	My biggest mistake was taking a five year note out on my car.
0	It cannot be outlawed.	It's not something that can be made illegal.
0	It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.	The home agency will take care of the financial aspects.
2	Never mind that the movie had been out for months and that a Best Supporting Actor Oscar nomination had already been awarded for the portrayal of the female character.	the actors exploded
0	yeah because those things i think would just snap you know	Because they would break.
1	At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.	Only members can use the CD listening stations at the side.
0	that they don't show local	The they in this sentence only show things that aren't local.
0	The tree-lined avenue extends less than three blocks to the sea.	The sea isn't even three blocks away.
0	Poirot answered them categorically, almost mechanically. 	Poirot responded to them categorically, like a machine.
2	We've got to think.	We don't need to think.
1	you want to punch the button and go	You don't want to push the button lightly, but rather punch it hard.
1	One he broke back to about the length of his forearm.	He snapped a twig so it was the same length as his forearm.
1	Well, let us leave it. 	Let's leave it here for someone else to find.
0	In the meantime, the philosophy is to seize present-day opportunities in the thriving economy.	The philosophy was to seize opportunities when the economy is doing well.
1	Kicked out of the house when she was only 16 (she was called Suzie in those days), Roy went to Delhi and then to architecture school, supporting herself by selling empty milk bottles (some say beer bottles).	Roy made $1 a day selling bottles.
1	Larger boats for up to 20 people, plus crew, offer organized gourmet cruises.	You can easily find gourmet cruises.
2	Another alternative is that our heroes were pursuing the noble goal of academics everywhere--tenure.	Our heroes aren't going for any academic goals. 
2	yeah well that's my uh i mean every time i've tried to go you know it's always there's there's always a league bowling	I go and bowl all the time, there are never leagues in the way.
0	Lie back, and DON'T THINK.	Recline, and clear your mind.
0	It is nice to be reminded that people remember.	It made me feel good that people remembered.
0	A rusty iron gate swinging dismally on its hinges! 	The iron gate was rusty and it was swinging.  
2	And she came to you?	The woman asked if he came to her.
1	Keep young skins safe by covering them with sunblock or a T-shirt, even when in the water.	The sun is usually intense there, causing sunburn easily.
0	i'll listen  and agree with what i think sounds right	I will agree with whatever I think sounds right.
2	These rules implement section 106 of the Federal Crop Insurance Reform Act of 1994.	The Federal Crop Insurance Reform Act was passed in 2001.
0	We saw a whole new model develop - a holistic approach to lawyering, one-stop shopping, she said. 	She mentioned approaching the law with a holistic approach/
2	The policy succeeded, and I was fortunate to have had the opportunity to make that contribution to my people.	The policy failed and I am glad to have not helped my people.
1	A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.	There are a number of art performances in the area.
0	The town is also known for its sparkling wine and for the caves where about 70 per?­cent of France's cultivated mushrooms are grown.	The town has a lot of sparkling wine.
2	Daniel took it upon himself to explain a few things.	Daniel had no explanation.
0	To control land and sea routes to the south, the Mauryas still needed to conquer the eastern kingdom of Kalinga (modern Orissa).	The Mauryas needed to conger Kalinga to secure sea and land routes.
2	But there's SOMETHING.	There's absolutely nothing in there.
1	yeah then you don't have you don't have that mess to clean up when you use an oil oil base painting and boy i'll tell you oh	I've had to clean up oil base paint before, it isn't fun. 
2	yeah well i i started uh studying mathematics basically because i was really good at that in high school	My worst subject in high-school was mathematics.
1	and the wind started blowing and it was one of my earlier trips to be really out in the middle of	I was scared and wanted to go home.
0	he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to	He trained in martial arts but the plot was boring.  
0	 "You're not going to marry him, do you hear?" he said dictatorially.	"You will not take him as your husband."
1	Possibly, but strychnine is a fairly rapid drug in its action. 	Strychnine is used to treat flu symptoms in horses. 
0	It is truly an honor.	It is an honor.
2	General Accounting Office, A Model of Strategic Human Capital Management, GAO-02-373SP (Washington, D.C.: Mar.	The GAO is not a model of strategic human capital management.
2	June 21, 1995, provides the specific requirements for assessing and reporting on controls.	There are no specific requirements for assessment.
2	His authoritarian rule has prevented the emergence of future leaders and the development of strong civic and political institutions.	Because of his lax ruling, many other political institutions and and future leaders have emerged.
2	Piccadilly Tube station.	Euston train station. 
2	They should have him be just a disembodied voice.	They had him fart all his lines while prancing around nude.
0	Hey, no problem, a fine policy.	No worries, a good policy.
0	uh-huh how about any matching programs	What about matching programs? 
2	The gardens are among the greatest in Europe, and take in a view of the Sugar Loaf Mountain as part of their design.	The gardens are totally unimpressive.
